	labels	sentence	index
10977	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	In the rat , the depletion of O6-mGuaT activity occurred within 4 h following NNK treatment .	1423885_s4
10978	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A subsequent rapid recovery of enzyme activity was observed 36 h after NNK exposure .	1423885_s5
10980	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Thus , the persistence of O6-mGua in hamster liver is most likely related to a lack of recovery of the O6-mGuaT .	1423885_s7
10981	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	These results suggested that factors other than O6-mGua may be determining NNK-induced hepatocarcinogenesis in rats .	1423885_s8
10982	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	An aldehyde generated by alpha-hydroxylation of NNK , 4-oxo-4-(3-pyridyl)butanal , inhibited O6-mGuaT activity in rat hepatocytes , suggesting that this aldehyde contributes to the carcinogenicity of NNK by inhibiting this repair enzyme .	1423885_s9
10983	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the central nervous system , levels of extraneuronal dopamine are controlled primarily by the action of the dopamine transporter ( DAT ) .	22722938_s0
10984	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Multiple signaling pathways regulate transport activity , substrate efflux , and other DAT functions through currently unknown mechanisms .	22722938_s1
10985	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DAT is phosphorylated by protein kinase C within a serine cluster at the distal end of the cytoplasmic N terminus , whereas recent work in model cells revealed proline-directed phosphorylation of rat DAT at membrane-proximal residue Thr(53) .	22722938_s2
10986	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this report , we use mass spectrometry and a newly developed phospho-specific antibody to positively identify DAT phosphorylation at Thr(53) in rodent striatal tissue and heterologous expression systems .	22722938_s3
10987	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Basal phosphorylation of Thr(53) occurred with a stoichiometry of and was strongly increased by phorbol esters and protein phosphatase inhibitors , demonstrating modulation of the site by signaling pathways that impact DAT activity .	22722938_s4
10988	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mutations of Thr(53) to prevent phosphorylation led to reduced dopamine transport V(max) and total apparent loss of amphetamine-stimulated substrate efflux , supporting a major role for this residue in the transport kinetic mechanism .	22722938_s5
10989	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pancreatic cancer remains the fourth most common cause of cancer-related death in the United States .	22139427_s0
10990	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Potent therapeutic strategies are urgently needed for pancreatic cancer .	22139427_s1
10991	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cucurmosin is a novel type1 ribosome-inactivating protein ( RIP ) isolated from the sarcocarp of Cucurbita moschata ( pumpkin ) .	22139427_s2
10992	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Due to its cytotoxicity , cucurmosin can inhibit tumor cell proliferation through induction of apoptosis on tumor cells , but the specific mechanism is still unclear .	22139427_s3
10994	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	We found that cucurmosin inhibited the proliferation of BxPC-3 cells in a time- and dose-dependent manner , and increased the cell population in the G0-G1 phase .	22139427_s5
10996	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	However , the mRNA expression of EGFR did not change .	22139427_s7
10997	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	These findings suggest that cucurmosin can down-regulate the expression of EGFR by targeting .	22139427_s8
10998	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Cucurmosin induces the apoptosis of BxPC-3 pancreatic cancer cells via the PI3K/Akt/mTOR signaling pathway .	22139427_s9
10999	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Human esophageal adenocarcinoma ( EAC ) develops in a sequence from gastroesophageal reflux disease ( GERD ) , columnar-lined esophagus ( CLE ) , dysplasia , and eventually to EAC .	12507933_s0
11002	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Consistent with this profile , cyclooxygenase 2 ( Cox2 ) was overexpressed in the basal cell layer of esophageal squamous epithelium , CLE cells and EAC tumor cells of the EGDA rats , as compared with the normal esophageal epithelium .	12507933_s3
11003	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Sulindac ( a Cox inhibitor ) , nordihydroguaiaretic acid ( NDGA , a lipoxygenase inhibitor ) and alpha-difluoromethylornithine ( DFMO , an ornithine decarboxylase inhibitor ) were tested for their possible inhibitory actions against the formation of EAC in the rat EGDA model .	12507933_s4
11004	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	In a short-term study ( for 4 weeks after surgery ) , dietary administration of both sulindac ( 300 and 600 p.p.m. ) and NDGA ( 100 p.p.m. ) effectively reduced the EGDA-induced inflammation .	12507933_s5
11005	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In a long-term chemoprevention study ( for 40 weeks after surgery ) , 300 p.p.m. sulindac , alone or in combination with 100 p.p.m .	12507933_s6
11006	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	NDGA or 0.5% DFMO , decreased the tumor incidence from 57.7 to 26.9% , or 16.7 or 20% , respectively ( P < 0.05 ) .	12507933_s7
11007	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	NDGA alone ( 100 and 200 p.p.m. ) slightly decreased the tumor incidence to 52.4 and 37% , respectively , although the difference was not statistically significant .	12507933_s8
11008	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DFMO alone did not show significant effects on tumor incidence .	12507933_s9
11009	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Inhibition of tumor formation by sulindac was correlated with lowered levels of PGE2 .	12507933_s10
11010	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In conclusion , sulindac exerted its chemopreventive effect against the formation of EAC in the rat EGDA model possibly through its inhibition of Cox .	12507933_s11
11012	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A total of 182 patients with signs consistent with a diagnosis of TCS were screened by DNA sequence and dosage analysis of the TCOF1 gene .	22317976_s1
11013	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In all , 92 cases were found to have a pathogenic mutation by sequencing and 5 to have a partial gene deletion .	22317976_s2
11014	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A further case had a novel in-frame deletion in the alternatively spliced exon 6A of uncertain pathogenicity .	22317976_s3
11016	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The partial gene deletions of different sizes represent of all the pathogenic TCOF1 mutations identified , indicating that gene rearrangements account for a significant proportion of TCS cases .	22317976_s5
11017	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This is the first report of gene rearrangements resulting in TCS .	22317976_s6
11018	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These findings expand the TCOF1 mutation spectrum indicating that dosage analysis should be performed together with sequence analysis , a strategy that is predicted to have a sensitivity of 71% for patients in whom TCS is strongly suspected .	22317976_s7
11019	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Induction of osteolytic bone lesions in multiple myeloma is caused by an uncoupling of osteoclastic bone resorption and osteoblastic bone formation .	21188144_s0
11020	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Current management of myeloma bone disease is limited to the use of antiresorptive agents such as bisphosphonates .	21188144_s1
11021	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODOLOGY/PRINCIPAL FINDINGS We tested the effects of daily administered parathyroid hormone ( PTH ) on bone disease and myeloma growth , and we investigated molecular mechanisms by analyzing gene expression profiles of unique myeloma cell lines and primary myeloma cells engrafted in SCID-rab and SCID-hu mouse models .	21188144_s2
11022	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PTH resulted in increased bone mineral density of myelomatous bones and reduced tumor burden , which reflected the dependence of primary myeloma cells on the bone marrow microenvironment .	21188144_s3
11023	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Treatment with PTH also increased bone mineral density of uninvolved murine bones in myelomatous hosts and bone mineral density of implanted human bones in nonmyelomatous hosts .	21188144_s4
11024	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In myelomatous bone , PTH markedly increased the number of osteoblasts and bone-formation parameters , and the number of osteoclasts was unaffected or moderately reduced .	21188144_s5
11026	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Human global gene expression profiling of myelomatous bones from SCID-hu mice treated with PTH or saline revealed activation of multiple distinct pathways involved in bone formation and coupling ; involvement of Wnt signaling was prominent .	21188144_s7
11027	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Treatment with PTH also downregulated markers typically expressed by osteoclasts and myeloma cells , and altered expression of genes that control oxidative stress and inflammation .	21188144_s8
11028	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PTH receptors were not expressed by myeloma cells , and PTH had no effect on myeloma cell growth in vitro .	21188144_s9
11029	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS/SIGNIFICANCE We conclude that PTH-induced bone formation in myelomatous bones is mediated by activation of multiple signaling pathways involved in osteoblastogenesis and attenuated bone resorption and myeloma growth ; mechanisms involve increased osteoblast production of anti-myeloma factors and minimized myeloma induction of inflammatory conditions .	21188144_s10
11030	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Evaluation of immune dysfunction during the tumor-bearing state is a critical issue in combating cancer .	23248265_s0
11031	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we initially found that IL-6 , one of the cachectic factors , suppressed CD4(+) T cell-mediated immunity through downregulation of MHC class II by enhanced arginase activity of dendritic cells ( DC ) in tumor-bearing mice .	23248265_s1
11032	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We demonstrated that administration of Ab against IL-6R ( anti-IL-6R mAb ) greatly enhanced T cell responses and inhibited the growth of tumor in vivo .	23248265_s2
11035	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the administration of anti-IL-6R mAb into tumor-bearing mice inhibited both the downmodulation of MHC class II and the upregulation of arginase-1 mRNA levels in DC .	23248265_s5
11036	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , we noted that N(ω)-hydroxy-L-arginine or L-arginine , an arginase-1 inhibitor , blocked the reduction in MHC class II levels on CD11c(+) DC during the tumor-bearing state .	23248265_s6
11037	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Finally , we demonstrated that the administration of N(ω)-hydroxy-L-arginine at the peritumor site significantly enhanced CD4(+) T cell responses and inhibited tumor growth .	23248265_s7
11039	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Blockade of the IL-6-arginase cascade is a promising tool to overcome the dysfunction of antitumor immunity in tumor-bearing hosts .	23248265_s9
11040	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Cholangiocarcinoma , a type of malignant tumor , originates from epithelial cells of the bile duct .	22893470_s0
11041	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Perineural invasion is common path for cholangiocarcinoma metastasis , and it is highly correlated with postoperative recurrence and poor prognosis .	22893470_s1
11042	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It has been reported that muscarinic acetylcholine receptor M3 ( mAChR M3 ) is widely expressed in digestive tract cancer , and may play an important role in the proliferation , differentiation , transformation and carcinogenesis of tumors .	22893470_s2
11043	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study was to explore the effect of mAChR M3 on the growth of cholangiocarcinoma cells in vitro and provide a new approach to the pathogenesis and treatment of cholangiocarcinoma .	22893470_s3
11044	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Streptavidin-biotin complex immunohistochemistry was carried out to assess the expression of mAChR M3 in surgical specimens of cholangiocarcinomas ( 40 cases ) and normal bile duct tissues ( 9 ) , as well as to investigate nerve infiltration .	22893470_s4
11045	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cholangiocarcinoma cells were treated with different concentrations of selective M-receptor agonist pilocarpine and M-receptor blocker atropine sulfate to induce changes in cell proliferation .	22893470_s5
11046	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The experimental data were analyzed by the Chi-square test .	22893470_s6
11050	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The absorbance value in the pilocarpine+atropine group was significantly higher than the corresponding value in the pilocarpine group .	22893470_s10
11051	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS The expression of mAChR M3 is influenced by the extent of differentiation , distant metastasis and the site of cholangiocarcinoma .	22893470_s11
11052	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It also plays a key role in the proliferation and metastasis of cholangiocarcinoma .	22893470_s12
11053	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Angiogenesis is a crucial step in the growth and metastasis of cancers , since it enables the growing tumor to receive oxygen and nutrients .	23094058_s0
11055	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We studied the antiangiogenic activity of quercetin using ex vivo , in vivo and in vitro models .	23094058_s2
11056	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Rat aortic ring assay showed that quercetin at non-toxic concentrations significantly inhibited microvessel sprouting and exhibited a significant inhibition in the proliferation , migration , invasion and tube formation of endothelial cells , which are key events in the process of angiogenesis .	23094058_s3
11057	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Most importantly , quercetin treatment inhibited ex vivo angiogenesis as revealed by chicken egg chorioallantoic membrane assay ( CAM ) and matrigel plug assay .	23094058_s4
11058	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Western blot analysis showed that quercetin suppressed VEGF induced phosphorylation of VEGF receptor 2 and their downstream protein kinases AKT , mTOR , and ribosomal protein S6 kinase in HUVECs .	23094058_s5
11059	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Quercetin ( 20 mg/kg/d ) significantly reduced the volume and the weight of solid tumors in prostate xenograft mouse model , indicating that quercetin inhibited tumorigenesis by targeting angiogenesis .	23094058_s6
11060	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Furthermore , quercetin reduced the cell viability and induced apoptosis in prostate cancer cells , which were correlated with the downregulation of AKT , mTOR and P70S6K expressions .	23094058_s7
11061	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Collectively the findings in the present study suggest that quercetin inhibits tumor growth and angiogenesis by targeting VEGF-R2 regulated AKT/mTOR/P70S6K signaling pathway , and could be used as a potential drug candidate for cancer therapy .	23094058_s8
11062	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Several lines of evidence indicate that neuromuscular junction ( NMJ ) destruction and disassembly is an early phenomenon in amyotrophic lateral sclerosis ( ALS ) .	22800606_s0
11064	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In these mice , which provide a model for familial ALS , diaphragm denervation ( as well as gastrocnemius denervation ( was found .	22800606_s2
11065	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , the size of the synaptic vesicle pool was reduced and alterations of mitochondria were observed in approximately 40% of the remaining presynaptic terminals .	22800606_s3
11066	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Chronic treatment of SOD1G93A mice with the anabolic steroid nandrolone during the presymptomatic stage preserved the diaphragm muscle mass and features indicative of synaptic activity .	22800606_s4
11067	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These features were represented by the number of vesicles docked within 200 nm from the presynaptic membrane and area of acetylcholine receptor clusters .	22800606_s5
11069	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , innervation of diaphragm muscle fibers was only slightly increased in nandrolone-treated SOD1-mutant mice .	22800606_s7
11070	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Altogether the results point out and define fine structural alterations of diaphragm NMJs in the murine model of familial ALS at symptom onset , and indicate that nandrolone may prevent or delay structural alterations in NMJ mitochondria and stimulate presynaptic activity but does not prevent muscle denervation during the disease .	22800606_s8
11072	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The results showed ( 1 ) the significant impairment of NK cell activity and T-lymphocyte subsets , were decreased in CD3+ , CD4+ cells and increased in CD6+ cells resulting in CD4+/CD8+ cell ratio decrease in peripheral blood lymphocytes ( PBL ) , splenic venous blood lymphocytes ( SVL ) and spleen cells ( SC ) of AGC , as compared with PBL of normal population ; ( 2 ) NK cell activity or CD4+/CD8+ cell ratio of SVL and SC were significantly lower than those of PBL in AGC patients , mainly caused by marked decrease of CD4+ cells in SC ; ( 3 ) NK cell activity , CD4+ cells and CD4+/CD8+ cell ratio were significantly elevated in most of AGC cases receiving either radical gastrectomy ( R2+ ) or extensive radical gastrectomy ( R3 ) .	1332809_s1
11073	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A striking declination in CD8+ cells were found only after R3 operation ; ( 4 ) after a short period ( 10-14 days ) or a long period ( 2-4 years ) of radical gastrectomy , NK cell activity and T-lymphocyte subsets showed no significant differences between R2+ and R3 operation .	1332809_s2
11074	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As a rule , AGC would weaken immune function of patients , and along with the development of the tumor , the immunosuppression in the spleen would be generated gradually .	1332809_s3
11075	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	For these reasons , a complete tumor resection would be necessary to improve the immunocompetence , and the combined splenectomy might be advisable if indicated .	1332809_s4
11077	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study sought to investigate the prognostic value of DKK1 in intrahepatic cholangiocarcinoma ( ICC ) and its role in promoting ICC metastasis .	23132676_s1
11078	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Tissue microarrays of 138 ICC patient samples were employed to detect DKK1 , vascular endothelial growth factor C ( VEGF-C ) , and matrix metalloproteinase 9 ( MMP9 ) expression using immunohistochemistry .	23132676_s2
11079	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The prognostic significances were assessed by Kaplan-Meier survival estimates .	23132676_s3
11080	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DKK1 expression was measured in an ICC cell line ( HCCC-9810 ) and ICC tissues by immunofluorescence assay , quantitative real-time polymerase chain reaction , and western blot .	23132676_s4
11082	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The role of DKK1 in proliferation , migration , invasion , and gene expression regulation was assessed by DKK1 depletion using small interfering RNA .	23132676_s6
11083	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Multivariate analyses revealed that DKK1 was an unfavorable predictor for overall survival and time to recurrence .	23132676_s7
11084	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The prognostic significance was retained in ICC patients with low recurrence risk ( P < .05 ) .	23132676_s8
11085	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DKK1 expression was elevated in an ICC cell line , tumor samples , and patient sera .	23132676_s9
11087	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DKK1 depletion caused a decrease in cell migration and invasiveness , and down-regulation of MMP9 and VEGF-C expression .	23132676_s11
11088	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS DKK1 is a novel prognostic biomarker for ICC , and it enhances tumor cell invasion and promotes lymph node metastasis of ICC through the induction of MMP9 and VEGF-C .	23132676_s12
11090	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Quercetin is a flavonoid with anticancer properties .	21058190_s0
11093	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Quercetin also partially restored drug-induced loss in viability of treated cells for up to 72 h .	21058190_s3
11094	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	This antagonism of microtubule-targeting drugs was accompanied by a delay in cell cycle progression and inhibition of the buildup of cyclin-B1 at the microtubule organizing center of treated cells .	21058190_s4
11096	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Despite the short-term protection of cells by quercetin , colony formation and clonogenicity of HCT116 cells were still suppressed by quercetin or quercetin-taxol combination .	21058190_s6
11099	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PURPOSE The cytotoxic effect of the combination treatment of TNF-alpha and hyperthermia on L929 and TNF-alpha-resistant L929 ( rL929 ) cells was investigated .	20707650_s0
11100	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	MATERIALS AND METHODS L929 cells were treated with TNF-alpha ( 5 ng/mL ) , heating at 43 degrees C or the combination of TNF-alpha and heating .	20707650_s1
11101	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cells were harvested at different time within the 24-hour period .	20707650_s2
11102	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The viability and the type of cell death of the harvested cells were examined .	20707650_s3
11103	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	RESULTS When L929 cells were treated with a combination of TNF-alpha and heating the cells died quickly and apoptosis increased to an overwhelming extent , especially in the group pre-treated with TNF-alpha for 1 h prior to heating .	20707650_s4
11104	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although rL929 cells were resistant to TNF-alpha alone , the cells became sensitive to TNF-alpha treatment when combined with heating .	20707650_s5
11105	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Similar to the L929 cell , the cells also died rapidly and exhibited apoptosis to a higher extent .	20707650_s6
11106	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Using an Annexin-V-FITC kit and flow cytometer , we found that both necrosis and apoptosis occurred .	20707650_s7
11107	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Agarose gel electrophoresis of DNA extracted from treated cells showed that the DNA fragments were multiples of approximately 200 bp .	20707650_s8
11108	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , by studying the kinetics of cell death and apoptosis , we found that the loss of cell membrane integrity preceded the DNA fragmentation in both L929 and rL929 cells .	20707650_s9
11109	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	CONCLUSION The results suggested that hyperthermia may enhance the necrotic and apoptotic effects of TNF-alpha on some tumour cells and overcome the resistance of some tumour cells to TNF-alpha .	20707650_s10
11110	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Activating c-KIT mutations ( exons 11 and 17 ) are found in 10-40% of testicular seminomas , the majority being missense point mutations ( codon 816 ) .	22937135_s0
11111	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Malignant ovarian dysgerminomas represent of all ovarian cancers in Western countries , resembling testicular seminomas , regarding chromosomal aberrations and c-KIT mutations .	22937135_s1
11112	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DSD patients with specific Y-sequences have an increased risk for Type II Germ Cell Tumor/Cancer , with gonadoblastoma as precursor progressing to dysgerminoma .	22937135_s2
11114	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The results are combined with data on TSPY and OCT3/4 expression in a series of 16 DSD patients presenting with gonadoblastoma and dysgerminoma and 15 patients presenting pure ovarian dysgerminomas without DSD. c-KIT codon 816 mutations were detected in five out of the total of 31 cases ( all found in pure ovarian dysgerminomas ) .	22937135_s4
11115	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A synonymous SNP ( rs 5578615 ) was detected in two patients , one DSD patient ( with bilateral disease ) and one patient with dysgerminoma .	22937135_s5
11116	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Next to these , three codon N822K mutations were detected in the group of 15 pure ovarian dysgerminomas .	22937135_s6
