	labels	sentence	index
12007	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Selection pressure under photosynthetic growth always favored the homodimer over heterodimeric variants enforcing inter-monomer electron transfer , showing that the latter are not competitive .	22465023_s3
12008	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results , together with kinetic analysis of myxothiazol titrations , demonstrate that inter-monomer electron transfer does not occur at rates competitive with monomeric turnover .	22465023_s4
12009	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We examine the results from other groups interpreted as demonstrating rapid inter-monomer electron transfer , conclude that similar mechanisms are likely to be in play , and suggest that such claims might need to be re-examined .	22465023_s5
12010	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The oncogenic potential of a human papillomavirus type 16 ( HPV16 ) variant cloned from normal human cervical keratinocytes has been tested in vitro using primary rodent epithelial cells and human cervical keratinocytes .	1312701_s0
12011	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The HPV16 variant was able to extend the lifespan of , but failed to immortalize , human keratinocytes .	1312701_s1
12014	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DNA sequence analysis of the URR/E6/E7 and E5 regions of the HPV16 showed them to be fully functional , but a deletion in the viral E2 open reading frame was detected .	1312701_s4
12015	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This truncated E2 only weakly stimulated transcription of the viral regulatory region .	1312701_s5
12016	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Complementation assays using the HPV16 variant and a full-length E2 enabled the cloned variant to immortalize human cervical keratinocytes with wild-type efficiency .	1312701_s6
12017	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results suggest that other viral gene products in addition to E6/E7 may play an important role in the in vitro immortalization of cervical keratinocytes in HPV16 and the development of cervical cancer .	1312701_s7
12018	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	We studied the effects of double-strand breaks on intramolecular extrachromosomal homologous recombination in mammalian cells .	1459429_s0
12019	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pairs of defective herpes thymidine kinase ( tk ) sequences were introduced into mouse Ltk- cells on a DNA molecule that also contained a neo gene under control of the SV40 early promoter/enhancer .	1459429_s1
12020	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	With the majority of the constructs used , gene conversions or double crossovers , but not single crossovers , were recoverable .	1459429_s2
12021	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DNA was linearized with various restriction enzymes prior to transfection .	1459429_s3
12022	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Recombination events producing a functional tk gene were monitored by selecting for tk-positive colonies .	1459429_s4
12023	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	For double-strand breaks placed outside of the region of homology , maximal recombination frequencies were measured when a break placed the two tk sequences downstream from the SV40 early promoter/enhancer .	1459429_s5
12024	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We observed no relationship between recombination frequency and either the distance between a break and the tk sequences or the distance between the tk sequences .	1459429_s6
12025	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The quantitative effects of the breaks appeared to depend on the degree of homology between the tk sequences .	1459429_s7
12026	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We also observed that inverted repeats recombined as efficiently as direct repeats .	1459429_s8
12027	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The data indicated that the breaks influenced recombination indirectly , perhaps by affecting the binding of a factor(s) to the SV40 promoter region which in turn stimulated or inhibited recombination of the tk sequences .	1459429_s9
12028	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Taken together , we believe that our results provide strong evidence for the existence of a pathway for extrachromosomal homologous recombination in mammalian cells that is distinct from single-strand annealing .	1459429_s10
12029	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	We discuss the possibility that intrachromosomal and extrachromosomal recombination have mechanisms in common .	1459429_s11
12031	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The presence of lymph node metastasis is the most important prognostic factor but it is limited in predicting local relapse or survival .	23227181_s1
12032	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This highlights the need for identifying biomarkers that may effectively contribute to prediction of recurrence and tumor spread .	23227181_s2
12033	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we used one- and two-dimensional gel electrophoresis , mass spectrometry and immunodetection methods to analyze protein expression in oral squamous cell carcinomas .	23227181_s3
12034	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using a refinement for classifying oral carcinomas in regard to prognosis , we analyzed small but lymph node metastasis-positive versus large , lymph node metastasis-negative tumors in order to contribute to the molecular characterization of subgroups with risk of dissemination .	23227181_s4
12035	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"Specific protein patterns favoring metastasis were observed in the "" more-aggressive "" group defined by the present study ."	23227181_s5
12036	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]	"This group displayed upregulation of proteins involved in migration , adhesion , angiogenesis , cell cycle regulation , anti-apoptosis and epithelial to mesenchymal transition , whereas the "" less-aggressive "" group was engaged in keratinocyte differentiation , epidermis development , inflammation and immune response ."	23227181_s6
12037	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Besides the identification of several proteins not yet described as deregulated in oral carcinomas , the present study demonstrated for the first time the role of cofilin-1 in modulating cell invasion in oral carcinomas .	23227181_s7
12038	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Interferon-gamma ( IFN-gamma ) has pleiotropic activities other than its antivirus action , including cell growth inhibition , natural killer ( NK ) cell and cytotoxic T lymphocyte ( CTL ) activation , and angiogenesis inhibitory activity , and these activities are supposed to be involved in its antitumour activity .	11849319_s0
12039	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , it has not been completely elucidated which activity is mainly involved in the tumour suppression in vivo .	11849319_s1
12040	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we analysed inhibitory mechanisms of endogenous IFN-gamma against B16 melanoma experimental metastasis .	11849319_s2
12041	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	After intravenous injection of tumour cells , tumour deposits in the lungs and liver were increased and life span was shorter in IFN-gamma(-/-) mice , indicating important roles for IFN-gamma in antitumour mechanisms .	11849319_s3
12042	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Interestingly , tumour deposits were not increased in IFN-gamma receptor ( R)(-/- ) mice .	11849319_s4
12043	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , only low levels of cell-mediated immunity against the tumour and activation of NK cells were observed , indicating that antimetastatic effects of IFN-gamma is not mediated by host cells .	11849319_s5
12045	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These observations suggest that IFN-gamma prevents B16 melanoma experimental metastasis by directly inhibiting the cell growth , although antitumour host functions may also be involved in a later phase .	11849319_s7
12046	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RAD51 is a key enzyme of homologous recombination and repair of DNA double-strand breaks .	20080488_s0
12047	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RAD51 mRNA expression levels are significantly increased in laser-microdissected mammary simple carcinomas and their lymph node metastases when compared to adenomas or nonneoplastic mammary gland of the same dog .	20080488_s1
12048	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , RAD51 protein expression was analyzed by immunohistochemistry in paraffin-embedded mammary carcinomas and their lymph node metastases of 40 dogs , adenomas of 48 dogs , and nonneoplastic mammary gland of 88 dogs .	20080488_s2
12049	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Number of cells with nuclear RAD51 expression was significantly ( P < or = .05 ) increased in carcinomas when compared to adenomas and metastases .	20080488_s3
12050	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , no significant differences in the number of RAD51-expressing cells were detected when metastases were compared with adenomas and nonneoplastic gland .	20080488_s4
12051	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RAD51 expression in carcinomas was correlated with expression in metastases but not with histologic grade .	20080488_s5
12053	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nevertheless , the increased RAD51 mRNA expression in metastases could not be confirmed by immunohistochemistry .	20080488_s7
12054	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Despite recent population data , the influence of dietary folate supplementation on colon cancer risk remains controversial .	22677908_s0
12055	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study examines the effects of folate deficiency , in combination with choline , methionine , and vitamin B12 depletion , on intestinal tumorigenesis in Apc(Min/+) mice .	22677908_s1
12057	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	MDD suppressed intestinal tumor formation in Apc(Min/+) mice ( when started at five weeks of age .	22677908_s3
12058	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The protective effect was lost when MDD was initiated at 10 weeks of age , indicating an important time dependency on cancer suppression .	22677908_s4
12059	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Concomitant with cancer protection , MDD restricted body weight gain .	22677908_s5
12060	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , a second study was conducted in which MDS was given ad libitum or pair-fed with MDD .	22677908_s6
12062	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In colon , although MDD did not affect tumor numbers , tumor size was reduced .	22677908_s8
12063	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Gene expression profiling of normal-appearing colonic mucosa after 11 weeks on MDD identified a total of 493 significantly downregulated genes relative to the MDS group .	22677908_s9
12067	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	JM1 ( immortalized rat hepatoma ) cells were cultured in a three-dimensional NMR-compatible fluidized bioreactor .	20099325_s1
12068	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	( 31)P spectra were acquired before and after each injection of hyperpolarized [ 1-(13)C ] pyruvate and subsequent ( 13)C spectroscopy at 11.7 T .	20099325_s2
12069	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	( 1)H and two-dimensional ( 1)H-(1)H-total correlation spectroscopy spectra were acquired from extracts of cells grown in uniformly labeled ( 13)C-glucose , on a 16.4 T , to determine ( 13)C fractional enrichment and distribution of ( 13)C label .	20099325_s3
12071	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flux measurements of pyruvate through lactate dehydrogenase and alanine aminotransferase in the bioreactor system were 12.18 +/- 0.49 nmols/sec/10(8) cells and 2.39 +/- 0.30 nmols/sec/10(8) cells , respectively , were reproducible in the same bioreactor , and were not significantly different over the course of 2 days .	20099325_s5
12072	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although this preliminary study involved immortalized cells , this combination of technologies can be extended to the real-time metabolic exploration of primary benign and cancerous cells and tissues prior to and after therapy .	20099325_s6
12073	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Forkhead box protein O1 ( FOXO1 ) , a key member of the FOXO family of transcription factors , acts as a tumor suppressor and has been associated with various key cellular functions , including cell growth , differentiation , apoptosis and angiogenesis .	23029264_s0
12074	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , it is puzzling why FOXO protein expression is downregulated in cancer cells .	23029264_s1
12076	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the current study , we report that miR-370 expression was significantly upregulated in five prostate cancer cell lines , compared to normal prostatic epithelial ( PrEC ) cells .	23029264_s3
12077	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ectopic expression of miR-370 induced proliferation and increased the anchorage-independent growth and colony formation ability of DU145 and LNCaP prostate cancer cells , while inhibition of miR-370 reduced proliferation , anchorage-independent growth and colony formation ability .	23029264_s4
12078	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , upregulation of miR-370 promoted the entry of DU145 and LNCaP prostate cancer cells into the G1/S cell cycle transition , which was associated with downregulation of the cyclin-dependent kinase ( CDK ) inhibitors , p27(Kip1) and p21(Cip1) , and upregulation of the cell-cycle regulator cyclin D1 mRNA .	23029264_s5
12079	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Additionally , we demonstrated that miR-370 can downregulate expression of FOXO1 by directly targeting the FOXO1 3'-untranslated region .	23029264_s6
12080	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Taken together , our results suggest that miR-370 plays an important role in the proliferation of human prostate cancer cells , by directly suppressing the tumor suppressor FOXO1 .	23029264_s7
12082	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Studies of individual loci contributing to these genome-wide average signals are required for characterization of the introgression process and investigation of whether archaic variants conferred an adaptive advantage to the ancestors of contemporary human populations .	22883142_s1
12083	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , no definitive case of adaptive introgression has yet been described .	22883142_s2
12084	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we provide a DNA sequence analysis of the innate immune gene STAT2 and show that a haplotype carried by many Eurasians ( but not sub-Saharan Africans ) has a sequence that closely matches that of the Neanderthal STAT2 .	22883142_s3
12085	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This haplotype , referred to as N , was discovered through a resequencing survey of the entire coding region of STAT2 in a global sample of 90 individuals .	22883142_s4
12086	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Analyses of publicly available complete genome sequence data show that haplotype N shares a recent common ancestor with the Neanderthal sequence ( thousand years ago ) and is found throughout Eurasia at an average frequency of Interestingly , N is found in Melanesian populations at higher frequency ( than in Eurasian populations .	22883142_s5
12087	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A neutrality test that controls for demography rejects the hypothesis that a variant of N rose to high frequency in Melanesia by genetic drift alone .	22883142_s6
12088	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although we are not able to pinpoint the precise target of positive selection , we identify nonsynonymous mutations in ERBB3 , ESYT1 , and STAT2-all of which are part of the same 250 kb introgressive haplotype-as good candidates .	22883142_s7
12089	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND : It is unclear whether distinct weight-related trajectory classes , differing in course , demographics , and health characteristics , exist in the elderly population .	23089335_s0
12090	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS : Data came from the 10-year ( 1986-1996 ) Duke Established Populations for Epidemiologic Studies of the Elderly study of 3,861 black ( 54% ) and white ( 46% ) participants aged 65-105 years .	23089335_s1
12091	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Latent-class trajectories of body mass index ( BMI : kg/m(2) ) based on self-reported weight and height at baseline , 3 , 6 , and 10 years later were determined using generalized mixture models .	23089335_s2
12092	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Polytomous logistic regression was used to identify baseline demographic and health characteristics that distinguished the trajectories , and 10-year postbaseline data to confirm the findings .	23089335_s3
12093	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS : We identified three trajectories : normal weight ( BMI 27.6% of the sample ) , overweight ( BMI 65.1% ) , and obese ( BMI 7.3% ) .	23089335_s4
12094	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Demographic characteristics distinguished the three trajectories : highest odds of blacks , women , and less education in the obese trajectory , lowest in the normal-weight trajectory .	23089335_s5
12095	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Obese and overweight differed adversely from normal-weight trajectories , but not significantly from each other on cognitive impairment , hypertension , and diabetes .	23089335_s6
12096	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Depressive symptomatology was more prevalent in the obese ; they were also younger .	23089335_s7
12097	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There was no association with cancer or heart disease .	23089335_s8
12099	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Weight loss increased with increase in BMI class .	23089335_s10
12100	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although demographic characteristics distinguished all trajectory classes , adverse health characteristics distinguished the overweight and obese classes from the normal-weight class , but not from each other .	23089335_s11
12102	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Molecular dynamics ( MD ) simulations of the single-stranded DNA trinucleotide TG*G* , with the G* guanines crosslinked by the antitumor drug cisplatin , were performed with explicit representation of the water as solvent .	22947917_s0
12103	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The purpose of the simulations was to explain previous NMR observations indicating that in single-stranded cisplatin-DNA adducts , the crosslinked guanines adopt a left-handed helical orientation , whereas in duplexes , the orientation is right-handed .	22947917_s1
12106	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	During the unconstrained , 3 ns long MD simulation , left-handed conformations were times more abundant than the right-handed ones .	22947917_s4
12107	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This sampling difference agrees roughly with the calculated energy difference in strain energy .	22947917_s5
12108	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Overall , these results show that the Pt-GG crosslink within single-stranded DNA is malleable and can access different conformations at a moderate energy cost .	22947917_s6
12109	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This malleability could be of importance in interactions between the platinated DNA and cellular proteins , in which the DNA is locally unwound .	22947917_s7
12110	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	An in vitro angiogenesis system was designed for screening angiogenic agonists and antagonists .	12549857_s0
12111	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In order to obtain large quantities of cells and reproducibility , human endothelial cells with extended life spans were developed by retroviral transfection .	12549857_s1
12112	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	The resulting cells grown in a serum-free medium containing endothelial cell growth supplement ( ECGS ) have a telomerase activity , extended life spans of at least 21 passages , and an endothelial cell phenotype ( diI-acetylated-LDL upake , factor VIII-related antigen , VEGFR-1 and R-2 , and tissue-type plasminogen activator ( tPA) ) that resembled that of unaltered primary endothelial cells .	12549857_s2
12114	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Within three-dimensional fibrin gels , specific cell clones rapidly formed tubular structures in a more reproducible manner than those observed with low-passage primary cells .	12549857_s4
12116	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Both cell types produced FGF-2 and VEGF cytokines .	12549857_s6
12118	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	These functional results indicate that a vascular matrix system containing human cells with extended life spans can be successfully utilized as an in vitro assay for antiangiogenic compounds .	12549857_s8
0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Electronic properties of DNA are believed to play a crucial role in many phenomena in living organisms , for example the location of DNA lesions by base excision repair ( BER ) glycosylases and the regulation of tumor-suppressor genes such as p53 by detection of oxidative damage .	22355784_s0
1	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the reproducible measurement and modelling of charge migration through DNA molecules at the nanometer scale remains a challenging and controversial subject even after more than a decade of intense efforts .	22355784_s1
2	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Here we show , by analysing 162 disease-related genes from a variety of medical databases with a total of almost 20,000 observed pathogenic mutations , a significant difference in the electronic properties of the population of observed mutations compared to the set of all possible mutations .	22355784_s2
3	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Our results have implications for the role of the electronic properties of DNA in cellular processes , and hint at the possibility of prediction , early diagnosis and detection of mutation hotspots .	22355784_s3
4	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we compared the effects of SKI-606 with Iressa , Src/Abl and EGF-R kinase inhibitors , respectively , on selected parameters in HeLa and SiHa cervical cancer cell lines , which express E6/E7 oncoproteins of high-risk HPV types 18 and 16 , respectively .	20862378_s0
8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The molecular pathway analysis of Src/Abl inhibitor revealed that SKI-606 blocks the phosphorylation of β-catenin and consequently converts its role from a transcriptional regulator to a cell-cell adhesion molecule .	20862378_s4
10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Epirubicin was developed as a semi-synthetic anthracycline derivative to circumvent the cardiotoxic limitations associated with the use of doxorubicin in the clinic .	23263186_s0
11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Anthracycline compounds have been demonstrated to form covalent drug-DNA adducts utilising endogenous and exogenous sources of formaldehyde ; however , previous investigations of the formation of epirubicin-DNA adducts provide conflicting evidence for adduct formation .	23263186_s1
12	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	This work provides evidence that epirubicin acts to form drug-DNA adducts at physiologically relevant concentrations and demonstrates that the rate of formation of epirubicin-DNA adducts is slower than that observed for other anthracycline compounds , explaining why they are only detectable under defined experimental conditions .	23263186_s2
13	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	Formation of covalent epirubicin-DNA adducts improves the apoptotic profile of epirubicin and provides opportunities to overcome drug resistance and cardiotoxic limitations .	23263186_s3
14	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND & AIMS GUCY2C is the intestinal receptor for the paracrine hormones guanylin and uroguanylin that converts guanosine-5'-triphosphate to cyclic guanosine monophosphate ( cGMP ) .	19737566_s0
17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Intestinal cell proliferation and metabolism were examined in Gucy2c(-/-) and colon cancer cells by microscopy , immunoblot , and functional analyses .	19737566_s3
18	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Microarray analyses compared gene expression profiles of intestine cell from Gucy2c(-/-) and wild-type mice. v akt murine thymoma viral oncogene homolog ( AKT ) regulation and signaling were examined , and the role of AKT in GUCY2C-dependent tumorigenesis was defined in Gucy2c(-/-)Akt1(-/-) mice .	19737566_s4
19	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The size and number of intestinal crypts increased in Gucy2c(-/-) mice ; the associated epithelial cells showed accelerated proliferation , increased glycolysis , and reduced oxidative phosphorylation , which was reversed by oral administration of cGMP .	19737566_s5
20	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Conversely , activating guanylyl cyclase C in human colon cancer cells delayed cell-cycle progression , decreased DNA synthesis and colony formation , reduced glycolysis , and increased mitochondrial adenosine triphosphate production .	19737566_s6
21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	AKT signaling pathways were activated in intestines of Gucy2c(-/-) mice , associated with increased AKT phosphorylation .	19737566_s7
22	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Disruption of AKT activity , pharmacologically or genetically , reduced DNA synthesis , proliferation , and glycolysis , and increased mitochondrial biogenesis .	19737566_s8
23	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Intestinal tumorigenesis increased after administration of azoxymethane to Gucy2c(-/-) mice , compared with wild-type mice , but was eliminated in Gucy2c(-/-)Akt1(-/-) mice .	19737566_s9
24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS GUCY2C is a tumor suppressor that controls proliferation and metabolism of intestinal epithelial cells by inactivating AKT signaling .	19737566_s10
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This receptor and its ligands , which are paracrine hormones , might be novel candidates for anticolorectal cancer therapy .	19737566_s11
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effects of dose per fraction on the ability of amifostine exposure to elevate angiostatin levels in the serum of mice and to inhibit spontaneous metastases formation using the well-characterized murine Sa-NH sarcoma were investigated .	12577239_s0
