	labels	sentence	index
1519	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	At 5 h post-treatment , the percentages of both effector cell types had returned to baseline levels .	12439605_s5
1520	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This transient phenomenon was accompanied by a short period of reduced T cell activity , indicated by diminished serum levels of soluble interleukin-2 receptors ( sIL-2R ) at 3 h post-WBH-CT ( P<0.05 ) and decreased lymphocytic proliferation at the same point in time .	12439605_s6
1522	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The third phase of the immunological consequences of WBH-CT consisted of an increase in the percentage of peripheral cytotoxic T lymphocytes ( CTL ) expressing CD56 , reaching a maximum at 48 h post-WBH ( P<0.01 ) .	12439605_s8
1523	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , the percentage of CD4+ T cells expressing the T cell activation marker CD69 increased nearly two-fold over time , reaching its maximum at 48 h ( P<0.05 ) .	12439605_s9
1524	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As an additional marker for T cell activation , serum levels of sIL-2R increased markedly ( P<0.01 ) , reaching maximum levels at the same point in time .	12439605_s10
1525	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Elevated intracellular concentrations of interferon-gamma ( IFN-gamma ) and/or TNF-alpha in CD8+ T cells were found in 4 out of 5 patients at 24 h post-WBH-CT .	12439605_s11
1526	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Since similar changes were not observed in patients receiving chemotherapy alone , this is the first study to provide evidence for prolonged WBH-CT-induced activation of human T cells .	12439605_s12
1527	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Elevated aerobic glycolysis in cancer cells ( the Warburg effect ) may be attributed to respiration injury or mitochondrial dysfunction , but the underlying mechanisms and therapeutic significance remain elusive .	22589701_s0
1528	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Here we report that induction of mitochondrial respiratory defect by tetracycline-controlled expression of a dominant negative form of DNA polymerase \u03b3 causes a metabolic shift from oxidative phosphorylation to glycolysis and increases ROS generation .	22589701_s1
1529	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We show that upregulation of NOX is critical to support the elevated glycolysis by providing additional NAD+ .	22589701_s2
1534	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Monitoring tumor progression in these patients is thwarted because therapy results in tumor invisibility in contrast-enhanced ( CE ) MRI .	24158109_s1
1535	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To address this problem , we examined whether tumor progression could be monitored by metabolic mapping using ( 1)H MR spectroscopic imaging ( MRSI ) .	24158109_s2
1536	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS We treated groups of BALB/c nu/nu mice carrying different orthotopic diffuse-infiltrative glioblastoma xenografts with bevacizumab ( anti-vascular endothelial growth factor [ VEGF ] antibody , n = 13 ) , cabozantinib ( combined VEGF receptor 2/c-Met tyrosine kinase inhibitor , n = 11 ) , or placebo ( n = 15 ) and compared CE-MRI with MRS-derived metabolic maps before , during , and after treatment .	24158109_s3
1537	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Metabolic maps and CE-MRIs were subsequently correlated to histology and immunohistochemistry .	24158109_s4
1538	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS In vivo imaging of choline/n-acetyl aspartate ratios via multivoxel MRS is better able to evaluate response to therapy than CE-MRI .	24158109_s5
1539	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Lactate imaging revealed that diffuse infiltrative areas in glioblastoma xenografts did not present with excessive glycolysis .	24158109_s6
1541	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION Our data present MRSI as a powerful and feasible approach that is superior to CE-MRI and may provide handles for optimizing treatment of glioma .	24158109_s8
1543	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The Warburg hypothesis of persisting glycolysis in tumors under normoxic conditions may thus not be valid for diffuse glioma .	24158109_s10
1544	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It is well established that hyperplasia and decreased apoptosis of airway smooth muscle cells ( ASMCs ) play an important role in the asthmatic airway remodeling .	23275086_s0
1545	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Tumor suppressor PTEN gene with phosphatase activity plays an important regulatory role in embryonic development , cell proliferation , and apoptosis , cell cycle regulation , migration ( invasion ) of the cytoskeleton .	23275086_s1
1546	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We hypotheses that PTEN gene could affect the growth and viability of ASMCs through the regulation of PI3K/Akt , MAPK , and cell cycle-related gene expression .	23275086_s2
1547	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We constructed a recombinant adenovirus to transfect ASMCs .	23275086_s3
1548	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cells were divided into the overexpression of PTEN gene group ( Ad-PTEN-GFP ) , negative control group ( Ad-GFP ) , and blank control group ( DMEM ) .	23275086_s4
1550	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cell cycle distribution was observed by flow cytometry with PI staining .	23275086_s6
1551	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The expression of PTEN , p-Akt , total-Akt , p-ERK1/2 , total-ERK1/2 , cleaved-Caspases-3 , Caspases-9 , p21 , and Cyclin D1 were tested by the Western blotting .	23275086_s7
1552	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Our study revealed that overexpression of PTEN gene did not induce apoptosis of human ASMCs cultured in vitro .	23275086_s8
1553	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	However , overexpression of PTEN inhibited proliferation of human ASMCs cultured in vitro and was associated with downregulation of Akt phosphorylation levels , while did not affect ERK1/2 phosphorylation levels .	23275086_s9
1554	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Moreover , overexpression of PTEN could induce ASMCs arrested in the G0/G1 phase through the downregulation of Cyclin D1 and upregulation of p21 expressions .	23275086_s10
1555	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Angiogenesis , the formation of new blood vessels from pre-existing vascular beds , is essential for tumor growth , invasion , and metastasis .	23300633_s0
1557	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We studied the antiangiogenic activity of luteolin using in vitro , ex vivo , and in vivo models .	23300633_s2
1558	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	In vitro studies using rat aortic ring assay showed that luteolin at non-toxic concentrations significantly inhibited microvessel sprouting and proliferation , migration , invasion and tube formation of endothelial cells , which are key events in the process of angiogenesis .	23300633_s3
1559	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Luteolin also inhibited ex vivo angiogenesis as revealed by chicken egg chorioallantoic membrane assay ( CAM ) and matrigel plug assay .	23300633_s4
1560	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Gelatin zymographic analysis demonstrated the inhibitory effect of luteolin on the activation of matrix metalloproteinases MMP-2 and MMP-9 .	23300633_s5
1563	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Luteolin ( 10 mg/kg/d ) significantly reduced the volume and the weight of solid tumors in prostate xenograft mouse model , indicating that luteolin inhibited tumorigenesis by targeting angiogenesis .	23300633_s8
1564	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	CD31 and CD34 immunohistochemical staining further revealed that the microvessel density could be remarkably suppressed by luteolin .	23300633_s9
1566	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Taken together , our findings demonstrate that luteolin inhibits human prostate tumor growth by suppressing vascular endothelial growth factor receptor 2-mediated angiogenesis .	23300633_s11
1568	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we have generated HCT116-derived colocarcinoma cell lines expressing different levels of the beta catalytic subunit of the mitochondrial H+-adenosine triphosphate synthase to assess the contribution of mitochondrial bioenergetics in colon cancer progression .	20080835_s1
1569	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The generated cells exhibit large ultrastructural , transcriptomic , proteomic and functional differences in their mitochondria and in their in vivo tumor forming capacity .	20080835_s2
1570	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We show that the activity of oxidative phosphorylation defines the rate of glucose utilization by aerobic glycolysis .	20080835_s3
1571	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The aggressive cellular phenotype , which is highly glycolytic , is bound to the deregulated expression of genes involved in metabolic processes , the regulation of the cell cycle , apoptosis , angiogenesis and cell adhesion .	20080835_s4
1572	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Remarkably , the molecular and ultrastructural analysis of the tumors derived from the three HCT116 cell lines under study highlight that tumor promotion inevitably requires the selection of cancer cells with a repressed biogenesis and functional activity of mitochondria , i.e. the highly glycolytic phenotype is selected for tumor development .	20080835_s5
1573	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The tumor forming potential of the cells is a non-genetically acquired condition that provides the cancer cell with a cell-death resistant phenotype .	20080835_s6
1574	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	An abrogated mitochondrial respiration contributes to a diminished potential for reactive oxygen species signaling in response to 5-fluorouracil treatment .	20080835_s7
1575	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Treatment of cancer cells with dichloroacetate partially restores the functional differentiation of mitochondria and promotes tumor regression , emphasizing the reversible nature of the metabolic trait of cancer .	20080835_s8
1576	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	D-type cyclins play a pivotal role in G(1)-S progression of the cell cycle , and their expression is frequently deregulated in cancer .	22124152_s0
1578	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have now generated Fbxo4-deficient mice and found no abnormalities in these animals .	22124152_s2
1579	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cyclin D1 accumulation was thus not observed in Fbxo4(-/-) mouse tissues .	22124152_s3
1580	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The half-life of cyclin D1 in mouse embryonic fibroblasts ( MEFs ) prepared from Fbxo4(-/-) , Fbxw8(-/-) , and Fbxo4(-/-) ; Fbxw8(-/-) mice also did not differ from that in wild-type MEFs .	22124152_s4
1582	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although Fbxo31 depletion in MEFs increased cyclin D1 abundance , this effect appeared attributable to upregulation of cyclin D1 mRNA .	22124152_s6
1583	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , abrogation of the function of the Skp1-Cul1-F-box protein ( SCF ) complex or the anaphase-promoting complex/cyclosome ( APC/C ) complexes did not alter the half-life of cyclin D1 , whereas cyclin D1 degradation was dependent largely on proteasome activity .	22124152_s7
1584	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our genetic analyses thus do not support a role for any of the four F-box proteins examined in cyclin D1 degradation during normal cell cycle progression .	22124152_s8
1586	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Peritoneal transport status is important not only for prescription , but also as a prognostic index .	22563920_s0
1587	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flt-1 and Flk-1 , the major vascular endothelial growth factor receptors involved in angiogenesis and hyperpermeability , may play a potent role in determining peritoneal transport characteristics .	22563920_s1
1588	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the relationship between them has not been studied to date .	22563920_s2
1590	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Thirty-six new patients without a previous history of peritonitis were enrolled .	22563920_s4
1592	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Parietal peritoneal biopsies were obtained during implantation of peritoneal dialytic catheters .	22563920_s6
1593	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flt-1 and Flk-1 were semi-quantitatively evaluated by immunohistochemical staining .	22563920_s7
1595	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Within 6 weeks after commencing peritoneal dialysis , a standard peritoneal equilibration test was performed , and the dialysate-to-plasma concentration ratio for creatinine at 4 h ( D4/P Cr ) was determined .	22563920_s9
1596	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The patients were divided into two groups based on the D4/P Cr : more than 0.65 ( Group H , n = 22 ) and less than or equal to 0.65 ( Group L , n = 14 ) .	22563920_s10
1597	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The 24-h peritoneal protein excretion ( PPE ) was assayed .	22563920_s11
1598	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flt-1 and Flk-1 were correlated with peritoneal MVD , D4/P Cr , and PPE .	22563920_s12
1599	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	RESULTS Flt-1 and Flk-1 were detected in the peritoneal vasculature of uremic patients .	22563920_s13
1600	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Flt-1 expression was similar between the two groups , but Flk-1 expression in Group H was significantly higher than that in Group L ( p = 0.001 ) .	22563920_s14
1601	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Flt-1 expression did not show significant correlations with peritoneal MVD , D4/P Cr , and PPE .	22563920_s15
1602	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	However , Flk-1 expression showed significant correlations with the above three parameters ( p < 0.001 for all ) .	22563920_s16
1603	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	CONCLUSIONS For the first time , the expressions of Flt-1 and Flk-1 in peritoneal vasculature of uremic patients were detected .	22563920_s17
1604	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Flk-1 expression in peritoneal vasculature of uremic patients is closely correlated with the number of peritoneal microvessels , peritoneal small solute transport rate , and PPE .	22563920_s18
1606	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Further interventional studies are needed .	22563920_s20
1607	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Engineered zinc-finger nucleases ( ZFN ) represented an innovative method for the genome manipulation in vertebrates .	23136839_s0
1608	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	ZFN introduced targeted DNA double strand breaks ( DSB ) and initiated non-homologous end joining ( NHEJ ) after pronuclear or cytoplasmatic microinjection into zygotes .	23136839_s1
1609	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Resulting frame shift mutations led to functional gene ablations in zebra fish , mice , pigs and also in laboratory rats .	23136839_s2
1611	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	RESULTS After microinjection of Rag1 specific ZFN mRNAs in 623 zygotes of inbred LEW/Ztm rats 59 offspring were born from which one carried a 4 bp deletion .	23136839_s4
1613	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Truncation of the Rag1 protein was characterized by the complete depletion of mature B cells .	23136839_s6
1616	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Histological evaluation also revealed the near-complete absence of lymphocytes in spleen and lymph nodes in the immunodeficient Rag1 mutant rat .	23136839_s9
1617	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION The Rag1 mutant rat will serve as an important model for transplantation studies .	23136839_s10
1618	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , it may be used as a model for reconstitution experiments related to the immune system , particularly with respect to different populations of human lymphocytes , natural killer cells and autoimmune phenomena .	23136839_s11
1620	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Skin tumors were initiated by applying 160 nmol DMBA and promoted by twice weekly applications of 8.5 nmol TPA for 28 wk .	20043298_s1
1621	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	All mice developed tumors by 13 wk of promotion .	20043298_s2
1622	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , in mice pretreated with 30 microL eugenol , no tumors were detected until 8 wk ( following anti-initiation protocol ) and until 14 wk ( following antipromotion protocol ) of tumor promotion .	20043298_s3
1623	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]	PCNA and TUNEL immunohistochemistry of tumors revealed eugenol to ameliorate cell proliferation and elevate apoptosis respectively .	20043298_s4
1624	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effect of eugenol was assessed on specific stages of carcinogenesis .	20043298_s5
1625	[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Initiation with DMBA led to a significant upregulation of p53 expression with a concomitant increase in p21(WAF1) levels in epidermal cells indicating induction of damage to the DNA .	20043298_s6
1626	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , pretreatment with eugenol led to overexpression of these genes , which probably helped stimulate apoptosis of the initiated cells .	20043298_s7
1627	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	To ascertain the molecular mechanisms implicated in the antitumor promoting activity of eugenol , its effect was investigated on markers of tumor promotion and inflammation : ODC activity and iNOS and COX-2 expression , and on levels of proinflammatory cytokines ( IL-6 , TNF-alpha , and PGE(2) ) .	20043298_s8
1628	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Eugenol markedly inhibited all .	20043298_s9
1629	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Eugenol also inhibited the upstream signaling molecule : NF-kappaB , which regulates the expression of these genes .	20043298_s10
1630	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	TPA-induced depletion of cutaneous GSH and antioxidant enzymes armory was also precluded by eugenol .	20043298_s11
1631	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	From these results , it could be concluded that eugenol markedly protects against chemically induced skin cancer and acts possibly by virtue of its antiproliferative , anti-inflammatory , and antioxidant activities .	20043298_s12
1632	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	INTRODUCTION AND AIMS The survival of pancreatic cancer patients with portal vein resection is extremely poor due to the high incidence of liver metastasis .	12409831_s0
1633	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The occurrence of liver metastasis is decreased by locoregional arterial infusion after pancreatic surgery .	12409831_s1
1634	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Chemosensitivity tests can provide the basis for individualized chemotherapy in each patient and predict the clinical response .	12409831_s2
1635	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , the current study was designed to clarify whether locoregional chemotherapy based on the results of chemosensitivity tests has the clinical effects of preventing liver metastasis and improving survival for patients with portal vein resection .	12409831_s3
1636	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODOLOGY The resected specimens from 40 of 47 patients with resection of pancreatic cancer were assessed for chemosensitivity to various anticancer drugs .	12409831_s4
1637	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Fourteen patients underwent portal vein resection due to direct invasion , and nine of these patients received intra-arterial adjuvant chemotherapy on the basis of the results of MTT assay to prevent liver metastasis .	12409831_s5
1638	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The remaining five patients received no chemotherapy .	12409831_s6
1639	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS None of the patients who received intra-arterial chemotherapy had liver metastasis , and this group of patients had improved survival .	12409831_s7
1642	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PURPOSE BMP-6 , which belongs to the TGF-β superfamily , is a multifunctional molecule with distinct abilities in embryogenesis and organogenesis .	21136273_s0
1643	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our recent research has implied that BMP-6 may suppress breast cancer metastasis .	21136273_s1
1644	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study , we extended to elucidate the molecular mechanism by which BMP-6 exerts its anti-tumorigenic effect .	21136273_s2
1645	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS The Boyden chamber assay was used to examine the ability of BMP-6 and HO-1 in MCF-7 malignant progress .	21136273_s3
1646	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RT-PCR , western blot , luciferase assay , and quantitative CHIP were used to determine the potential mechanism and signaling pathways by which BMP-6 and HO-1 function as anti-metastatic factors in MCF-7 cells .	21136273_s4
1647	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The Boyden chamber assay showed that BMP-6 inhibited the migration and invasion of MCF-7 cells , which effect was significantly deprived by knockdown of HO-1 .	21136273_s5
1649	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	In addition , BMP-6-induced up-regulation of HO-1 exhibited an inhibitory effect on MMP-9 secretion in a paracrine action in MCF-7 cells .	21136273_s7
1650	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Overexpression of BMP-6 and HO-1 synergistically suppressed MMP-9 transcription , which effect was specifically mediated via the MAPK/p38/AP-1 signaling .	21136273_s8
1651	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , blockade of HO-1 using ZnPPIX totally abolished BMP-6-regulated MMP-9 activation in MCF-7 cells .	21136273_s9
1652	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	CONCLUSIONS These observations suggest a novel role of BMP-6/HO-1 cascade to relieve breast cancer metastasis by regulating the secretion of growth factors in tumor microenvironment .	21136273_s10
1653	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	HM781-36B is an orally administered pan-human epidermal growth factor receptor ( HER ) inhibitor .	23422737_s0
1654	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To explore the role of pan-HER inhibitor in breast cancer , we investigated the antitumor effect and mechanisms of HM781-36B in breast cancer cell lines .	23422737_s1
1656	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The growth inhibitory effect was assessed using the tetrazolium bromide [ 3-(4,5-dimethylthiazole-2-yl)-2,5-diphenyl-tetrazolium bromide ] assay .	23422737_s3
1657	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cell cycle at various concentrations of HM781-36B was analyzed by flow cytometry , and analysis of downstream molecules was performed by western blot analysis .	23422737_s4
1658	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Interaction of HM781-36B with cytotoxic chemotherapeutic agents was analyzed by combination index using CalcuSyn .	23422737_s5
1659	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The HER2-amplified cells ( SK-BR-3 , BT474 , and MDA-MB-453 ) were sensitive to HM781-36B ( IC50=0.001 μmol/l , 0.0012 μmol/l , and 0.0095 μmol/l , respectively ) .	23422737_s6
1661	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	It reduced the level of p-HER2 , p-AKT , p-ERK , and p-STAT3 .	23422737_s8
1662	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	HM781-36B combined with 5-fluorouracil , cisplatin , paclitaxel , or gemcitabine showed a synergistic inhibitory effect on the HER2-amplified and on some of the HER2-nonamplified breast cancer cells .	23422737_s9
1664	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The NF-κB is best known for its role in inflammation .	20810208_s0
1665	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Here we show that constitutive NF-κB activity in cancer cells promotes the biosynthesis of redox scavenger glutathione ( GSH ) , which in turn confers resistance to oxidative stress .	20810208_s1
1668	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	"We propose that inhibition of NF-κB can reduce intracellular GSH in "" NF-κB-positive "" cancers thereby improving the efficacy of oxidative stress-based anti-cancer therapy ."	20810208_s4
